text,cantica,canto,line
And from afar one cried: “Unto what torment,Inferno,12,61
"Come ye, who down the hillside are descending?",Inferno,12,62
"Tell us from there; if not, I draw the bow.”",Inferno,12,63
My Master said: “Our answer will we make,Inferno,12,64
"To Chiron, near you there; in evil hour,",Inferno,12,65
That will of thine was evermore so hasty.”,Inferno,12,66
"Then touched he me, and said: “This one is Nessus,",Inferno,12,67
"Who perished for the lovely Dejanira,",Inferno,12,68
"And for himself, himself did vengeance take.",Inferno,12,69
"And he in the midst, who at his breast is gazing,",Inferno,12,70
"Is the great Chiron, who brought up Achilles;",Inferno,12,71
"That other Pholus is, who was so wrathful.",Inferno,12,72
Thousands and thousands go about the moat,Inferno,12,73
Shooting with shafts whatever soul emerges,Inferno,12,74
"Out of the blood, more than his crime allots.”",Inferno,12,75
Near we approached unto those monsters fleet;,Inferno,12,76
"Chiron an arrow took, and with the notch",Inferno,12,77
Backward upon his jaws he put his beard.,Inferno,12,78
"After he had uncovered his great mouth,",Inferno,12,79
He said to his companions: “Are you ware,Inferno,12,80
That he behind moveth whate’er he touches?,Inferno,12,81
Thus are not wont to do the feet of dead men.”,Inferno,12,82
"And my good Guide, who now was at his breast,",Inferno,12,83
"Where the two natures are together joined,",Inferno,12,84
"Replied: “Indeed he lives, and thus alone",Inferno,12,85
Me it behoves to show him the dark valley;,Inferno,12,86
"Necessity, and not delight, impels us.",Inferno,12,87
"Some one withdrew from singing Halleluja,",Inferno,12,88
Who unto me committed this new office;,Inferno,12,89
"No thief is he, nor I a thievish spirit.",Inferno,12,90
But by that virtue through which I am moving,Inferno,12,91
"My steps along this savage thoroughfare,",Inferno,12,92
"Give us some one of thine, to be with us,",Inferno,12,93
"And who may show us where to pass the ford,",Inferno,12,94
And who may carry this one on his back;,Inferno,12,95
For ’tis no spirit that can walk the air.”,Inferno,12,96
"Upon his right breast Chiron wheeled about,",Inferno,12,97
"And said to Nessus: “Turn and do thou guide them,",Inferno,12,98
"And warn aside, if other band may meet you.”",Inferno,12,99
We with our faithful escort onward moved,Inferno,12,100
"Along the brink of the vermilion boiling,",Inferno,12,101
Wherein the boiled were uttering loud laments.,Inferno,12,102
"People I saw within up to the eyebrows,",Inferno,12,103
"And the great Centaur said: “Tyrants are these,",Inferno,12,104
Who dealt in bloodshed and in pillaging.,Inferno,12,105
Here they lament their pitiless mischiefs; here,Inferno,12,106
"Is Alexander, and fierce Dionysius",Inferno,12,107
Who upon Sicily brought dolorous years.,Inferno,12,108
That forehead there which has the hair so black,Inferno,12,109
"Is Azzolin; and the other who is blond,",Inferno,12,110
"Obizzo is of Esti, who, in truth,",Inferno,12,111
Up in the world was by his stepson slain.”,Inferno,12,112
"Then turned I to the Poet; and he said,",Inferno,12,113
"“Now he be first to thee, and second I.”",Inferno,12,114
A little farther on the Centaur stopped,Inferno,12,115
"Above a folk, who far down as the throat",Inferno,12,116
Seemed from that boiling stream to issue forth.,Inferno,12,117
"A shade he showed us on one side alone,",Inferno,12,118
Saying: “He cleft asunder in God’s bosom,Inferno,12,119
The heart that still upon the Thames is honoured.”,Inferno,12,120
"Then people saw I, who from out the river",Inferno,12,121
Lifted their heads and also all the chest;,Inferno,12,122
And many among these I recognised.,Inferno,12,123
Thus ever more and more grew shallower,Inferno,12,124
"That blood, so that the feet alone it covered;",Inferno,12,125
And there across the moat our passage was.,Inferno,12,126
“Even as thou here upon this side beholdest,Inferno,12,127
"The boiling stream, that aye diminishes,”",Inferno,12,128
"The Centaur said, “I wish thee to believe",Inferno,12,129
That on this other more and more declines,Inferno,12,130
"Its bed, until it reunites itself",Inferno,12,131
Where it behoveth tyranny to groan.,Inferno,12,132
"Justice divine, upon this side, is goading",Inferno,12,133
"That Attila, who was a scourge on earth,",Inferno,12,134
"And Pyrrhus, and Sextus; and for ever milks",Inferno,12,135
The tears which with the boiling it unseals,Inferno,12,136
"In Rinier da Corneto and Rinier Pazzo,",Inferno,12,137
Who made upon the highways so much war.”,Inferno,12,138
"Then back he turned, and passed again the ford.",Inferno,12,139
"Not yet had Nessus reached the other side,",Inferno,13,1
"When we had put ourselves within a wood,",Inferno,13,2
That was not marked by any path whatever.,Inferno,13,3
"Not foliage green, but of a dusky colour,",Inferno,13,4
"Not branches smooth, but gnarled and intertangled,",Inferno,13,5
"Not apple-trees were there, but thorns with poison.",Inferno,13,6
"Such tangled thickets have not, nor so dense,",Inferno,13,7
"Those savage wild beasts, that in hatred hold",Inferno,13,8
’Twixt Cecina and Corneto the tilled places.,Inferno,13,9
"There do the hideous Harpies make their nests,",Inferno,13,10
"Who chased the Trojans from the Strophades,",Inferno,13,11
With sad announcement of impending doom;,Inferno,13,12
"Broad wings have they, and necks and faces human,",Inferno,13,13
"And feet with claws, and their great bellies fledged;",Inferno,13,14
They make laments upon the wondrous trees.,Inferno,13,15
"And the good Master: “Ere thou enter farther,",Inferno,13,16
"Know that thou art within the second round,”",Inferno,13,17
"Thus he began to say, “and shalt be, till",Inferno,13,18
Thou comest out upon the horrible sand;,Inferno,13,19
"Therefore look well around, and thou shalt see",Inferno,13,20
Things that will credence give unto my speech.”,Inferno,13,21
"I heard on all sides lamentations uttered,",Inferno,13,22
"And person none beheld I who might make them,",Inferno,13,23
"Whence, utterly bewildered, I stood still.",Inferno,13,24
I think he thought that I perhaps might think,Inferno,13,25
So many voices issued through those trunks,Inferno,13,26
From people who concealed themselves from us;,Inferno,13,27
Therefore the Master said: “If thou break off,Inferno,13,28
"Some little spray from any of these trees,",Inferno,13,29
The thoughts thou hast will wholly be made vain.”,Inferno,13,30
"Then stretched I forth my hand a little forward,",Inferno,13,31
And plucked a branchlet off from a great thorn;,Inferno,13,32
"And the trunk cried, “Why dost thou mangle me?”",Inferno,13,33
"After it had become embrowned with blood,",Inferno,13,34
It recommenced its cry: “Why dost thou rend me?,Inferno,13,35
Hast thou no spirit of pity whatsoever?,Inferno,13,36
"Men once we were, and now are changed to trees;",Inferno,13,37
"Indeed, thy hand should be more pitiful,",Inferno,13,38
Even if the souls of serpents we had been.”,Inferno,13,39
"As out of a green brand, that is on fire",Inferno,13,40
"At one of the ends, and from the other drips",Inferno,13,41
And hisses with the wind that is escaping;,Inferno,13,42
So from that splinter issued forth together,Inferno,13,43
Both words and blood; whereat I let the tip,Inferno,13,44
"Fall, and stood like a man who is afraid.",Inferno,13,45
"“Had he been able sooner to believe,”",Inferno,13,46
"My Sage made answer, “O thou wounded soul,",Inferno,13,47
"What only in my verses he has seen,",Inferno,13,48
Not upon thee had he stretched forth his hand;,Inferno,13,49
Whereas the thing incredible has caused me,Inferno,13,50
To put him to an act which grieveth me.,Inferno,13,51
"But tell him who thou wast, so that by way",Inferno,13,52
Of some amends thy fame he may refresh,Inferno,13,53
"Up in the world, to which he can return.”",Inferno,13,54
"And the trunk said: “So thy sweet words allure me,",Inferno,13,55
"I cannot silent be; and you be vexed not,",Inferno,13,56
That I a little to discourse am tempted.,Inferno,13,57
I am the one who both keys had in keeping,Inferno,13,58
"Of Frederick’s heart, and turned them to and fro",Inferno,13,59
"So softly in unlocking and in locking,",Inferno,13,60
That from his secrets most men I withheld;,Inferno,13,61
Fidelity I bore the glorious office,Inferno,13,62
"So great, I lost thereby my sleep and pulses.",Inferno,13,63
The courtesan who never from the dwelling,Inferno,13,64
"Of Caesar turned aside her strumpet eyes,",Inferno,13,65
"Death universal and the vice of courts,",Inferno,13,66
"Inflamed against me all the other minds,",Inferno,13,67
"And they, inflamed, did so inflame Augustus,",Inferno,13,68
That my glad honours turned to dismal mournings.,Inferno,13,69
"My spirit, in disdainful exultation,",Inferno,13,70
"Thinking by dying to escape disdain,",Inferno,13,71
"Made me unjust against myself, the just.",Inferno,13,72
"I, by the roots unwonted of this wood,",Inferno,13,73
Do swear to you that never broke I faith,Inferno,13,74
"Unto my lord, who was so worthy of honour;",Inferno,13,75
"And to the world if one of you return,",Inferno,13,76
"Let him my memory comfort, which is lying",Inferno,13,77
Still prostrate from the blow that envy dealt it.”,Inferno,13,78
"Waited awhile, and then: “Since he is silent,”",Inferno,13,79
"The Poet said to me, “lose not the time,",Inferno,13,80
"But speak, and question him, if more may please thee.”",Inferno,13,81
Whence I to him: “Do thou again inquire,Inferno,13,82
Concerning what thou thinks’t will satisfy me;,Inferno,13,83
"For I cannot, such pity is in my heart.”",Inferno,13,84
Therefore he recommenced: “So may the man,Inferno,13,85
"Do for thee freely what thy speech implores,",Inferno,13,86
"Spirit incarcerate, again be pleased",Inferno,13,87
To tell us in what way the soul is bound,Inferno,13,88
"Within these knots; and tell us, if thou canst,",Inferno,13,89
If any from such members e’er is freed.”,Inferno,13,90
"Then blew the trunk amain, and afterward",Inferno,13,91
The wind was into such a voice converted:,Inferno,13,92
“With brevity shall be replied to you.,Inferno,13,93
When the exasperated soul abandons,Inferno,13,94
"The body whence it rent itself away,",Inferno,13,95
Minos consigns it to the seventh abyss.,Inferno,13,96
"It falls into the forest, and no part",Inferno,13,97
"Is chosen for it; but where Fortune hurls it,",Inferno,13,98
There like a grain of spelt it germinates.,Inferno,13,99
"It springs a sapling, and a forest tree;",Inferno,13,100
"The Harpies, feeding then upon its leaves,",Inferno,13,101
"Do pain create, and for the pain an outlet.",Inferno,13,102
Like others for our spoils shall we return;,Inferno,13,103
"But not that any one may them revest,",Inferno,13,104
For ’tis not just to have what one casts off.,Inferno,13,105
"Here we shall drag them, and along the dismal",Inferno,13,106
"Forest our bodies shall suspended be,",Inferno,13,107
Each to the thorn of his molested shade.”,Inferno,13,108
"We were attentive still unto the trunk,",Inferno,13,109
"Thinking that more it yet might wish to tell us,",Inferno,13,110
"When by a tumult we were overtaken,",Inferno,13,111
In the same way as he is who perceives,Inferno,13,112
"The boar and chase approaching to his stand,",Inferno,13,113
Who hears the crashing of the beasts and branches;,Inferno,13,114
"And two behold! upon our left-hand side,",Inferno,13,115
"Naked and scratched, fleeing so furiously,",Inferno,13,116
"That of the forest, every fan they broke.",Inferno,13,117
"He who was in advance: “Now help, Death, help!”",Inferno,13,118
"And the other one, who seemed to lag too much,",Inferno,13,119
"Was shouting: “Lano, were not so alert",Inferno,13,120
Those legs of thine at joustings of the Toppo!”,Inferno,13,121
"And then, perchance because his breath was failing,",Inferno,13,122
He grouped himself together with a bush.,Inferno,13,123
Behind them was the forest full of black,Inferno,13,124
"She-mastiffs, ravenous, and swift of foot",Inferno,13,125
"As greyhounds, who are issuing from the chain.",Inferno,13,126
"On him who had crouched down they set their teeth,",Inferno,13,127
"And him they lacerated piece by piece,",Inferno,13,128
Thereafter bore away those aching members.,Inferno,13,129
"Thereat my Escort took me by the hand,",Inferno,13,130
"And led me to the bush, that all in vain",Inferno,13,131
Was weeping from its bloody lacerations.,Inferno,13,132
"“O Jacopo,” it said, “of Sant’ Andrea,",Inferno,13,133
What helped it thee of me to make a screen?,Inferno,13,134
What blame have I in thy nefarious life?”,Inferno,13,135
"When near him had the Master stayed his steps,",Inferno,13,136
"He said: “Who wast thou, that through wounds so many",Inferno,13,137
Art blowing out with blood thy dolorous speech?”,Inferno,13,138
"And he to us: “O souls, that hither come",Inferno,13,139
To look upon the shameful massacre,Inferno,13,140
"That has so rent away from me my leaves,",Inferno,13,141
Gather them up beneath the dismal bush;,Inferno,13,142
I of that city was which to the Baptist,Inferno,13,143
"Changed its first patron, wherefore he for this",Inferno,13,144
Forever with his art will make it sad.,Inferno,13,145
And were it not that on the pass of Arno,Inferno,13,146
"Some glimpses of him are remaining still,",Inferno,13,147
"Those citizens, who afterwards rebuilt it",Inferno,13,148
"Upon the ashes left by Attila,",Inferno,13,149
In vain had caused their labour to be done.,Inferno,13,150
Of my own house I made myself a gibbet.”,Inferno,13,151
Because the charity of my native place,Inferno,14,1
"Constrained me, gathered I the scattered leaves,",Inferno,14,2
"And gave them back to him, who now was hoarse.",Inferno,14,3
"Then came we to the confine, where disparted",Inferno,14,4
"The second round is from the third, and where",Inferno,14,5
A horrible form of Justice is beheld.,Inferno,14,6
"Clearly to manifest these novel things,",Inferno,14,7
"I say that we arrived upon a plain,",Inferno,14,8
Which from its bed rejecteth every plant;,Inferno,14,9
The dolorous forest is a garland to it,Inferno,14,10
"All round about, as the sad moat to that;",Inferno,14,11
There close upon the edge we stayed our feet.,Inferno,14,12
"The soil was of an arid and thick sand,",Inferno,14,13
Not of another fashion made than that,Inferno,14,14
Which by the feet of Cato once was pressed.,Inferno,14,15
"Vengeance of God, O how much oughtest thou",Inferno,14,16
"By each one to be dreaded, who doth read",Inferno,14,17
That which was manifest unto mine eyes!,Inferno,14,18
"Of naked souls beheld I many herds,",Inferno,14,19
"Who all were weeping very miserably,",Inferno,14,20
And over them seemed set a law diverse.,Inferno,14,21
Supine upon the ground some folk were lying;,Inferno,14,22
"And some were sitting all drawn up together,",Inferno,14,23
And others went about continually.,Inferno,14,24
"Those who were going round were far the more,",Inferno,14,25
"And those were less who lay down to their torment,",Inferno,14,26
But had their tongues more loosed to lamentation.,Inferno,14,27
"O’er all the sand-waste, with a gradual fall,",Inferno,14,28
"Were raining down dilated flakes of fire,",Inferno,14,29
As of the snow on Alp without a wind.,Inferno,14,30
"As Alexander, in those torrid parts",Inferno,14,31
"Of India, beheld upon his host",Inferno,14,32
Flames fall unbroken till they reached the ground.,Inferno,14,33
Whence he provided with his phalanxes,Inferno,14,34
"To trample down the soil, because the vapour",Inferno,14,35
Better extinguished was while it was single;,Inferno,14,36
"Thus was descending the eternal heat,",Inferno,14,37
"Whereby the sand was set on fire, like tinder",Inferno,14,38
"Beneath the steel, for doubling of the dole.",Inferno,14,39
Without repose forever was the dance,Inferno,14,40
"Of miserable hands, now there, now here,",Inferno,14,41
Shaking away from off them the fresh gleeds.,Inferno,14,42
"“Master,” began I, “thou who overcomest",Inferno,14,43
"All things except the demons dire, that issued",Inferno,14,44
"Against us at the entrance of the gate,",Inferno,14,45
Who is that mighty one who seems to heed not,Inferno,14,46
"The fire, and lieth lowering and disdainful,",Inferno,14,47
So that the rain seems not to ripen him?”,Inferno,14,48
"And he himself, who had become aware",Inferno,14,49
"That I was questioning my Guide about him,",Inferno,14,50
"Cried: “Such as I was living, am I, dead.",Inferno,14,51
"If Jove should weary out his smith, from whom",Inferno,14,52
"He seized in anger the sharp thunderbolt,",Inferno,14,53
"Wherewith upon the last day I was smitten,",Inferno,14,54
And if he wearied out by turns the others,Inferno,14,55
"In Mongibello at the swarthy forge,",Inferno,14,56
"Vociferating, ‘Help, good Vulcan, help!’",Inferno,14,57
"Even as he did there at the fight of Phlegra,",Inferno,14,58
"And shot his bolts at me with all his might,",Inferno,14,59
He would not have thereby a joyous vengeance.”,Inferno,14,60
"Then did my Leader speak with such great force,",Inferno,14,61
That I had never heard him speak so loud:,Inferno,14,62
"“O Capaneus, in that is not extinguished",Inferno,14,63
"Thine arrogance, thou punished art the more;",Inferno,14,64
"Not any torment, saving thine own rage,",Inferno,14,65
Would be unto thy fury pain complete.”,Inferno,14,66
"Then he turned round to me with better lip,",Inferno,14,67
Saying: “One of the Seven Kings was he,Inferno,14,68
"Who Thebes besieged, and held, and seems to hold",Inferno,14,69
"God in disdain, and little seems to prize him;",Inferno,14,70
"But, as I said to him, his own despites",Inferno,14,71
Are for his breast the fittest ornaments.,Inferno,14,72
"Now follow me, and mind thou do not place",Inferno,14,73
"As yet thy feet upon the burning sand,",Inferno,14,74
But always keep them close unto the wood.”,Inferno,14,75
"Speaking no word, we came to where there gushes",Inferno,14,76
"Forth from the wood a little rivulet,",Inferno,14,77
Whose redness makes my hair still stand on end.,Inferno,14,78
"As from the Bulicame springs the brooklet,",Inferno,14,79
"The sinful women later share among them,",Inferno,14,80
So downward through the sand it went its way.,Inferno,14,81
"The bottom of it, and both sloping banks,",Inferno,14,82
"Were made of stone, and the margins at the side;",Inferno,14,83
Whence I perceived that there the passage was.,Inferno,14,84
“In all the rest which I have shown to thee,Inferno,14,85
Since we have entered in within the gate,Inferno,14,86
"Whose threshold unto no one is denied,",Inferno,14,87
Nothing has been discovered by thine eyes,Inferno,14,88
"So notable as is the present river,",Inferno,14,89
Which all the little flames above it quenches.”,Inferno,14,90
These words were of my Leader; whence I prayed him,Inferno,14,91
"That he would give me largess of the food,",Inferno,14,92
For which he had given me largess of desire.,Inferno,14,93
"“In the mid-sea there sits a wasted land,”",Inferno,14,94
"Said he thereafterward, “whose name is Crete,",Inferno,14,95
Under whose king the world of old was chaste.,Inferno,14,96
"There is a mountain there, that once was glad",Inferno,14,97
"With waters and with leaves, which was called Ida;",Inferno,14,98
"Now ’tis deserted, as a thing worn out.",Inferno,14,99
Rhea once chose it for the faithful cradle,Inferno,14,100
"Of her own son; and to conceal him better,",Inferno,14,101
"Whene’er he cried, she there had clamours made.",Inferno,14,102
"A grand old man stands in the mount erect,",Inferno,14,103
"Who holds his shoulders turned tow’rds Damietta,",Inferno,14,104
And looks at Rome as if it were his mirror.,Inferno,14,105
"His head is fashioned of refined gold,",Inferno,14,106
And of pure silver are the arms and breast;,Inferno,14,107
Then he is brass as far down as the fork.,Inferno,14,108
"From that point downward all is chosen iron,",Inferno,14,109
"Save that the right foot is of kiln-baked clay,",Inferno,14,110
And more he stands on that than on the other.,Inferno,14,111
"Each part, except the gold, is by a fissure",Inferno,14,112
"Asunder cleft, that dripping is with tears,",Inferno,14,113
Which gathered together perforate that cavern.,Inferno,14,114
From rock to rock they fall into this valley;,Inferno,14,115
"Acheron, Styx, and Phlegethon they form;",Inferno,14,116
Then downward go along this narrow sluice,Inferno,14,117
Unto that point where is no more descending.,Inferno,14,118
They form Cocytus; what that pool may be,Inferno,14,119
"Thou shalt behold, so here ’tis not narrated.”",Inferno,14,120
And I to him: “If so the present runnel,Inferno,14,121
"Doth take its rise in this way from our world,",Inferno,14,122
Why only on this verge appears it to us?”,Inferno,14,123
"And he to me: “Thou knowest the place is round,",Inferno,14,124
"And notwithstanding thou hast journeyed far,",Inferno,14,125
"Still to the left descending to the bottom,",Inferno,14,126
Thou hast not yet through all the circle turned.,Inferno,14,127
"Therefore if something new appear to us,",Inferno,14,128
It should not bring amazement to thy face.”,Inferno,14,129
"And I again: “Master, where shall be found",Inferno,14,130
"Lethe and Phlegethon, for of one thou’rt silent,",Inferno,14,131
And sayest the other of this rain is made?”,Inferno,14,132
"“In all thy questions truly thou dost please me,”",Inferno,14,133
Replied he; “but the boiling of the red,Inferno,14,134
Water might well solve one of them thou makest.,Inferno,14,135
"Thou shalt see Lethe, but outside this moat,",Inferno,14,136
"There where the souls repair to lave themselves,",Inferno,14,137
When sin repented of has been removed.”,Inferno,14,138
Then said he: “It is time now to abandon,Inferno,14,139
The wood; take heed that thou come after me;,Inferno,14,140
"A way the margins make that are not burning,",Inferno,14,141
And over them all vapours are extinguished.”,Inferno,14,142
"Now bears us onward one of the hard margins,",Inferno,15,1
"And so the brooklet’s mist o’ershadows it,",Inferno,15,2
From fire it saves the water and the dikes.,Inferno,15,3
"Even as the Flemings, ’twixt Cadsand and Bruges,",Inferno,15,4
"Fearing the flood that tow’rds them hurls itself,",Inferno,15,5
Their bulwarks build to put the sea to flight;,Inferno,15,6
"And as the Paduans along the Brenta,",Inferno,15,7
"To guard their villas and their villages,",Inferno,15,8
Or ever Chiarentana feel the heat;,Inferno,15,9
"In such similitude had those been made,",Inferno,15,10
"Albeit not so lofty nor so thick,",Inferno,15,11
"Whoever he might be, the master made them.",Inferno,15,12
"Now were we from the forest so remote,",Inferno,15,13
"I could not have discovered where it was,",Inferno,15,14
"Even if backward I had turned myself,",Inferno,15,15
"When we a company of souls encountered,",Inferno,15,16
"Who came beside the dike, and every one",Inferno,15,17
"Gazed at us, as at evening we are wont",Inferno,15,18
"To eye each other under a new moon,",Inferno,15,19
And so towards us sharpened they their brows,Inferno,15,20
As an old tailor at the needle’s eye.,Inferno,15,21
"Thus scrutinised by such a family,",Inferno,15,22
"By some one I was recognised, who seized",Inferno,15,23
"My garment’s hem, and cried out, “What a marvel!”",Inferno,15,24
"And I, when he stretched forth his arm to me,",Inferno,15,25
"On his baked aspect fastened so mine eyes,",Inferno,15,26
That the scorched countenance prevented not,Inferno,15,27
His recognition by my intellect;,Inferno,15,28
"And bowing down my face unto his own,",Inferno,15,29
"I made reply, “Are you here, Ser Brunetto?”",Inferno,15,30
"And he: “May’t not displease thee, O my son,",Inferno,15,31
If a brief space with thee Brunetto Latini,Inferno,15,32
Backward return and let the trail go on.”,Inferno,15,33
I said to him: “With all my power I ask it;,Inferno,15,34
"And if you wish me to sit down with you,",Inferno,15,35
"I will, if he please, for I go with him.”",Inferno,15,36
"“O son,” he said, “whoever of this herd",Inferno,15,37
"A moment stops, lies then a hundred years,",Inferno,15,38
Nor fans himself when smiteth him the fire.,Inferno,15,39
"Therefore go on; I at thy skirts will come,",Inferno,15,40
"And afterward will I rejoin my band,",Inferno,15,41
Which goes lamenting its eternal doom.”,Inferno,15,42
I did not dare to go down from the road,Inferno,15,43
Level to walk with him; but my head bowed,Inferno,15,44
I held as one who goeth reverently.,Inferno,15,45
And he began: “What fortune or what fate,Inferno,15,46
Before the last day leadeth thee down here?,Inferno,15,47
And who is this that showeth thee the way?”,Inferno,15,48
"“Up there above us in the life serene,”",Inferno,15,49
"I answered him, “I lost me in a valley,",Inferno,15,50
Or ever yet my age had been completed.,Inferno,15,51
But yestermorn I turned my back upon it;,Inferno,15,52
"This one appeared to me, returning thither,",Inferno,15,53
And homeward leadeth me along this road.”,Inferno,15,54
"And he to me: “If thou thy star do follow,",Inferno,15,55
"Thou canst not fail thee of a glorious port,",Inferno,15,56
If well I judged in the life beautiful.,Inferno,15,57
"And if I had not died so prematurely,",Inferno,15,58
"Seeing Heaven thus benignant unto thee,",Inferno,15,59
I would have given thee comfort in the work.,Inferno,15,60
"But that ungrateful and malignant people,",Inferno,15,61
"Which of old time from Fesole descended,",Inferno,15,62
"And smacks still of the mountain and the granite,",Inferno,15,63
"Will make itself, for thy good deeds, thy foe;",Inferno,15,64
And it is right; for among crabbed sorbs,Inferno,15,65
It ill befits the sweet fig to bear fruit.,Inferno,15,66
Old rumour in the world proclaims them blind;,Inferno,15,67
"A people avaricious, envious, proud;",Inferno,15,68
Take heed that of their customs thou do cleanse thee.,Inferno,15,69
"Thy fortune so much honour doth reserve thee,",Inferno,15,70
One party and the other shall be hungry,Inferno,15,71
For thee; but far from goat shall be the grass.,Inferno,15,72
Their litter let the beasts of Fesole,Inferno,15,73
"Make of themselves, nor let them touch the plant,",Inferno,15,74
"If any still upon their dunghill rise,",Inferno,15,75
In which may yet revive the consecrated,Inferno,15,76
"Seed of those Romans, who remained there when",Inferno,15,77
The nest of such great malice it became.”,Inferno,15,78
"“If my entreaty wholly were fulfilled,”",Inferno,15,79
"Replied I to him, “not yet would you be",Inferno,15,80
In banishment from human nature placed;,Inferno,15,81
"For in my mind is fixed, and touches now",Inferno,15,82
My heart the dear and good paternal image,Inferno,15,83
"Of you, when in the world from hour to hour",Inferno,15,84
You taught me how a man becomes eternal;,Inferno,15,85
"And how much I am grateful, while I live",Inferno,15,86
Behoves that in my language be discerned.,Inferno,15,87
"What you narrate of my career I write,",Inferno,15,88
And keep it to be glossed with other text,Inferno,15,89
"By a Lady who can do it, if I reach her.",Inferno,15,90
This much will I have manifest to you;,Inferno,15,91
"Provided that my conscience do not chide me,",Inferno,15,92
For whatsoever Fortune I am ready.,Inferno,15,93
Such handsel is not new unto mine ears;,Inferno,15,94
Therefore let Fortune turn her wheel around,Inferno,15,95
"As it may please her, and the churl his mattock.”",Inferno,15,96
My Master thereupon on his right cheek,Inferno,15,97
"Did backward turn himself, and looked at me;",Inferno,15,98
Then said: “He listeneth well who noteth it.”,Inferno,15,99
"Nor speaking less on that account, I go",Inferno,15,100
"With Ser Brunetto, and I ask who are",Inferno,15,101
His most known and most eminent companions.,Inferno,15,102
And he to me: “To know of some is well;,Inferno,15,103
"Of others it were laudable to be silent,",Inferno,15,104
For short would be the time for so much speech.,Inferno,15,105
"Know them in sum, that all of them were clerks,",Inferno,15,106
"And men of letters great and of great fame,",Inferno,15,107
In the world tainted with the selfsame sin.,Inferno,15,108
"Priscian goes yonder with that wretched crowd,",Inferno,15,109
And Francis of Accorso; and thou hadst seen there,Inferno,15,110
"If thou hadst had a hankering for such scurf,",Inferno,15,111
"That one, who by the Servant of the Servants",Inferno,15,112
"From Arno was transferred to Bacchiglione,",Inferno,15,113
Where he has left his sin-excited nerves.,Inferno,15,114
"More would I say, but coming and discoursing",Inferno,15,115
Can be no longer; for that I behold,Inferno,15,116
New smoke uprising yonder from the sand.,Inferno,15,117
A people comes with whom I may not be;,Inferno,15,118
"Commended unto thee be my Tesoro,",Inferno,15,119
"In which I still live, and no more I ask.”",Inferno,15,120
"Then he turned round, and seemed to be of those",Inferno,15,121
Who at Verona run for the Green Mantle,Inferno,15,122
Across the plain; and seemed to be among them,Inferno,15,123
"The one who wins, and not the one who loses.",Inferno,15,124
Now was I where was heard the reverberation,Inferno,16,1
"Of water falling into the next round,",Inferno,16,2
"Like to that humming which the beehives make,",Inferno,16,3
"When shadows three together started forth,",Inferno,16,4
"Running, from out a company that passed",Inferno,16,5
Beneath the rain of the sharp martyrdom.,Inferno,16,6
"Towards us came they, and each one cried out:",Inferno,16,7
"“Stop, thou; for by thy garb to us thou seemest",Inferno,16,8
To be some one of our depraved city.”,Inferno,16,9
"Ah me! what wounds I saw upon their limbs,",Inferno,16,10
Recent and ancient by the flames burnt in!,Inferno,16,11
It pains me still but to remember it.,Inferno,16,12
Unto their cries my Teacher paused attentive;,Inferno,16,13
"He turned his face towards me, and “Now wait,”",Inferno,16,14
He said; “to these we should be courteous.,Inferno,16,15
And if it were not for the fire that darts,Inferno,16,16
"The nature of this region, I should say",Inferno,16,17
That haste were more becoming thee than them.”,Inferno,16,18
"As soon as we stood still, they recommenced",Inferno,16,19
"The old refrain, and when they overtook us,",Inferno,16,20
"Formed of themselves a wheel, all three of them.",Inferno,16,21
"As champions stripped and oiled are wont to do,",Inferno,16,22
"Watching for their advantage and their hold,",Inferno,16,23
"Before they come to blows and thrusts between them,",Inferno,16,24
"Thus, wheeling round, did every one his visage",Inferno,16,25
"Direct to me, so that in opposite wise",Inferno,16,26
His neck and feet continual journey made.,Inferno,16,27
"And, “If the misery of this soft place",Inferno,16,28
"Bring in disdain ourselves and our entreaties,”",Inferno,16,29
"Began one, “and our aspect black and blistered,",Inferno,16,30
Let the renown of us thy mind incline,Inferno,16,31
"To tell us who thou art, who thus securely",Inferno,16,32
Thy living feet dost move along through Hell.,Inferno,16,33
"He in whose footprints thou dost see me treading,",Inferno,16,34
"Naked and skinless though he now may go,",Inferno,16,35
Was of a greater rank than thou dost think;,Inferno,16,36
He was the grandson of the good Gualdrada;,Inferno,16,37
"His name was Guidoguerra, and in life",Inferno,16,38
Much did he with his wisdom and his sword.,Inferno,16,39
"The other, who close by me treads the sand,",Inferno,16,40
"Tegghiaio Aldobrandi is, whose fame",Inferno,16,41
Above there in the world should welcome be.,Inferno,16,42
"And I, who with them on the cross am placed,",Inferno,16,43
Jacopo Rusticucci was; and truly,Inferno,16,44
"My savage wife, more than aught else, doth harm me.”",Inferno,16,45
"Could I have been protected from the fire,",Inferno,16,46
"Below I should have thrown myself among them,",Inferno,16,47
And think the Teacher would have suffered it;,Inferno,16,48
"But as I should have burned and baked myself,",Inferno,16,49
"My terror overmastered my good will,",Inferno,16,50
Which made me greedy of embracing them.,Inferno,16,51
Then I began: “Sorrow and not disdain,Inferno,16,52
"Did your condition fix within me so,",Inferno,16,53
"That tardily it wholly is stripped off,",Inferno,16,54
As soon as this my Lord said unto me,Inferno,16,55
"Words, on account of which I thought within me",Inferno,16,56
That people such as you are were approaching.,Inferno,16,57
I of your city am; and evermore,Inferno,16,58
Your labours and your honourable names,Inferno,16,59
