text,cantica,canto,line
li fé sentir come l’una sdruscia.,Inferno,22,57
Tra male gatte era venuto ’l sorco;,Inferno,22,58
ma Barbariccia il chiuse con le braccia,Inferno,22,59
"e disse: «State in là, mentr’ io lo ’nforco».",Inferno,22,60
E al maestro mio volse la faccia;,Inferno,22,61
"«Domanda», disse, «ancor, se più disii",Inferno,22,62
"saper da lui, prima ch’altri ’l disfaccia».",Inferno,22,63
Lo duca dunque: «Or dì: de li altri rii,Inferno,22,64
conosci tu alcun che sia latino,Inferno,22,65
"sotto la pece?». E quelli: «I’ mi partii,",Inferno,22,66
"poco è, da un che fu di là vicino.",Inferno,22,67
"Così foss’ io ancor con lui coperto,",Inferno,22,68
ch’i’ non temerei unghia né uncino!».,Inferno,22,69
"E Libicocco «Troppo avem sofferto»,",Inferno,22,70
"disse; e preseli ’l braccio col runciglio,",Inferno,22,71
"sì che, stracciando, ne portò un lacerto.",Inferno,22,72
Draghignazzo anco i volle dar di piglio,Inferno,22,73
giuso a le gambe; onde ’l decurio loro,Inferno,22,74
si volse intorno intorno con mal piglio.,Inferno,22,75
"Quand’ elli un poco rappaciati fuoro,",Inferno,22,76
"a lui, ch’ancor mirava sua ferita,",Inferno,22,77
domandò ’l duca mio sanza dimoro:,Inferno,22,78
«Chi fu colui da cui mala partita,Inferno,22,79
di’ che facesti per venire a proda?».,Inferno,22,80
"Ed ei rispuose: «Fu frate Gomita,",Inferno,22,81
"quel di Gallura, vasel d’ogne froda,",Inferno,22,82
"ch’ebbe i nemici di suo donno in mano,",Inferno,22,83
"e fé sì lor, che ciascun se ne loda.",Inferno,22,84
"Danar si tolse e lasciolli di piano,",Inferno,22,85
sì com’ e’ dice; e ne li altri offici anche,Inferno,22,86
"barattier fu non picciol, ma sovrano.",Inferno,22,87
Usa con esso donno Michel Zanche,Inferno,22,88
di Logodoro; e a dir di Sardigna,Inferno,22,89
le lingue lor non si sentono stanche.,Inferno,22,90
"Omè, vedete l’altro che digrigna;",Inferno,22,91
"i’ direi anche, ma i’ temo ch’ello",Inferno,22,92
non s’apparecchi a grattarmi la tigna».,Inferno,22,93
"E ’l gran proposto, vòlto a Farfarello",Inferno,22,94
"che stralunava li occhi per fedire,",Inferno,22,95
"disse: «Fatti ’n costà, malvagio uccello!».",Inferno,22,96
"«Se voi volete vedere o udire»,",Inferno,22,97
"ricominciò lo spaürato appresso,",Inferno,22,98
"«Toschi o Lombardi, io ne farò venire;",Inferno,22,99
"ma stieno i Malebranche un poco in cesso,",Inferno,22,100
sì ch’ei non teman de le lor vendette;,Inferno,22,101
"e io, seggendo in questo loco stesso,",Inferno,22,102
"per un ch’io son, ne farò venir sette",Inferno,22,103
"quand’ io suffolerò, com’ è nostro uso",Inferno,22,104
di fare allor che fori alcun si mette».,Inferno,22,105
"Cagnazzo a cotal motto levò ’l muso,",Inferno,22,106
"crollando ’l capo, e disse: «Odi malizia",Inferno,22,107
ch’elli ha pensata per gittarsi giuso!».,Inferno,22,108
"Ond’ ei, ch’avea lacciuoli a gran divizia,",Inferno,22,109
"rispuose: «Malizioso son io troppo,",Inferno,22,110
quand’ io procuro a’ mia maggior trestizia».,Inferno,22,111
"Alichin non si tenne e, di rintoppo",Inferno,22,112
"a li altri, disse a lui: «Se tu ti cali,",Inferno,22,113
"io non ti verrò dietro di gualoppo,",Inferno,22,114
ma batterò sovra la pece l’ali.,Inferno,22,115
"Lascisi ’l collo, e sia la ripa scudo,",Inferno,22,116
a veder se tu sol più di noi vali».,Inferno,22,117
"O tu che leggi, udirai nuovo ludo:",Inferno,22,118
"ciascun da l’altra costa li occhi volse,",Inferno,22,119
"quel prima, ch’a ciò fare era più crudo.",Inferno,22,120
Lo Navarrese ben suo tempo colse;,Inferno,22,121
"fermò le piante a terra, e in un punto",Inferno,22,122
saltò e dal proposto lor si sciolse.,Inferno,22,123
"Di che ciascun di colpa fu compunto,",Inferno,22,124
ma quei più che cagion fu del difetto;,Inferno,22,125
però si mosse e gridò: «Tu se’ giunto!».,Inferno,22,126
Ma poco i valse: ché l’ali al sospetto,Inferno,22,127
"non potero avanzar; quelli andò sotto,",Inferno,22,128
e quei drizzò volando suso il petto:,Inferno,22,129
"non altrimenti l’anitra di botto,",Inferno,22,130
"quando ’l falcon s’appressa, giù s’attuffa,",Inferno,22,131
ed ei ritorna sù crucciato e rotto.,Inferno,22,132
"Irato Calcabrina de la buffa,",Inferno,22,133
"volando dietro li tenne, invaghito",Inferno,22,134
che quei campasse per aver la zuffa;,Inferno,22,135
"e come ’l barattier fu disparito,",Inferno,22,136
"così volse li artigli al suo compagno,",Inferno,22,137
e fu con lui sopra ’l fosso ghermito.,Inferno,22,138
Ma l’altro fu bene sparvier grifagno,Inferno,22,139
"ad artigliar ben lui, e amendue",Inferno,22,140
cadder nel mezzo del bogliente stagno.,Inferno,22,141
Lo caldo sghermitor sùbito fue;,Inferno,22,142
"ma però di levarsi era neente,",Inferno,22,143
sì avieno inviscate l’ali sue.,Inferno,22,144
"Barbariccia, con li altri suoi dolente,",Inferno,22,145
quattro ne fé volar da l’altra costa,Inferno,22,146
"con tutt’ i raffi, e assai prestamente",Inferno,22,147
"di qua, di là discesero a la posta;",Inferno,22,148
"porser li uncini verso li ’mpaniati,",Inferno,22,149
ch’eran già cotti dentro da la crosta.,Inferno,22,150
E noi lasciammo lor così ’mpacciati.,Inferno,22,151
"Taciti, soli, sanza compagnia",Inferno,23,1
"n’andavam l’un dinanzi e l’altro dopo,",Inferno,23,2
come frati minor vanno per via.,Inferno,23,3
Vòlt’ era in su la favola d’Isopo,Inferno,23,4
"lo mio pensier per la presente rissa,",Inferno,23,5
dov’ el parlò de la rana e del topo;,Inferno,23,6
ché più non si pareggia ‘mo’ e ‘issa’,Inferno,23,7
"che l’un con l’altro fa, se ben s’accoppia",Inferno,23,8
principio e fine con la mente fissa.,Inferno,23,9
"E come l’un pensier de l’altro scoppia,",Inferno,23,10
"così nacque di quello un altro poi,",Inferno,23,11
che la prima paura mi fé doppia.,Inferno,23,12
Io pensava così: ‘Questi per noi,Inferno,23,13
sono scherniti con danno e con beffa,Inferno,23,14
"sì fatta, ch’assai credo che lor nòi.",Inferno,23,15
"Se l’ira sovra ’l mal voler s’aggueffa,",Inferno,23,16
ei ne verranno dietro più crudeli,Inferno,23,17
che ’l cane a quella lievre ch’elli acceffa’.,Inferno,23,18
Già mi sentia tutti arricciar li peli,Inferno,23,19
"de la paura e stava in dietro intento,",Inferno,23,20
"quand’ io dissi: «Maestro, se non celi",Inferno,23,21
"te e me tostamente, i’ ho pavento",Inferno,23,22
d’i Malebranche. Noi li avem già dietro;,Inferno,23,23
"io li ’magino sì, che già li sento».",Inferno,23,24
"E quei: «S’i’ fossi di piombato vetro,",Inferno,23,25
l’imagine di fuor tua non trarrei,Inferno,23,26
"più tosto a me, che quella dentro ’mpetro.",Inferno,23,27
"Pur mo venieno i tuo’ pensier tra ’ miei,",Inferno,23,28
"con simile atto e con simile faccia,",Inferno,23,29
sì che d’intrambi un sol consiglio fei.,Inferno,23,30
"S’elli è che sì la destra costa giaccia,",Inferno,23,31
"che noi possiam ne l’altra bolgia scendere,",Inferno,23,32
noi fuggirem l’imaginata caccia».,Inferno,23,33
"Già non compié di tal consiglio rendere,",Inferno,23,34
ch’io li vidi venir con l’ali tese,Inferno,23,35
"non molto lungi, per volerne prendere.",Inferno,23,36
"Lo duca mio di sùbito mi prese,",Inferno,23,37
come la madre ch’al romore è desta,Inferno,23,38
"e vede presso a sé le fiamme accese,",Inferno,23,39
"che prende il figlio e fugge e non s’arresta,",Inferno,23,40
"avendo più di lui che di sé cura,",Inferno,23,41
tanto che solo una camiscia vesta;,Inferno,23,42
e giù dal collo de la ripa dura,Inferno,23,43
"supin si diede a la pendente roccia,",Inferno,23,44
che l’un de’ lati a l’altra bolgia tura.,Inferno,23,45
Non corse mai sì tosto acqua per doccia,Inferno,23,46
"a volger ruota di molin terragno,",Inferno,23,47
"quand’ ella più verso le pale approccia,",Inferno,23,48
"come ’l maestro mio per quel vivagno,",Inferno,23,49
"portandosene me sovra ’l suo petto,",Inferno,23,50
"come suo figlio, non come compagno.",Inferno,23,51
A pena fuoro i piè suoi giunti al letto,Inferno,23,52
"del fondo giù, ch’e’ furon in sul colle",Inferno,23,53
sovresso noi; ma non lì era sospetto:,Inferno,23,54
ché l’alta provedenza che lor volle,Inferno,23,55
"porre ministri de la fossa quinta,",Inferno,23,56
poder di partirs’ indi a tutti tolle.,Inferno,23,57
Là giù trovammo una gente dipinta,Inferno,23,58
"che giva intorno assai con lenti passi,",Inferno,23,59
piangendo e nel sembiante stanca e vinta.,Inferno,23,60
Elli avean cappe con cappucci bassi,Inferno,23,61
"dinanzi a li occhi, fatte de la taglia",Inferno,23,62
che in Clugnì per li monaci fassi.,Inferno,23,63
"Di fuor dorate son, sì ch’elli abbaglia;",Inferno,23,64
"ma dentro tutte piombo, e gravi tanto,",Inferno,23,65
che Federigo le mettea di paglia.,Inferno,23,66
Oh in etterno faticoso manto!,Inferno,23,67
Noi ci volgemmo ancor pur a man manca,Inferno,23,68
"con loro insieme, intenti al tristo pianto;",Inferno,23,69
ma per lo peso quella gente stanca,Inferno,23,70
"venìa sì pian, che noi eravam nuovi",Inferno,23,71
di compagnia ad ogne mover d’anca.,Inferno,23,72
Per ch’io al duca mio: «Fa che tu trovi,Inferno,23,73
"alcun ch’al fatto o al nome si conosca,",Inferno,23,74
"e li occhi, sì andando, intorno movi».",Inferno,23,75
"E un che ’ntese la parola tosca,",Inferno,23,76
"di retro a noi gridò: «Tenete i piedi,",Inferno,23,77
voi che correte sì per l’aura fosca!,Inferno,23,78
Forse ch’avrai da me quel che tu chiedi».,Inferno,23,79
"Onde ’l duca si volse e disse: «Aspetta,",Inferno,23,80
e poi secondo il suo passo procedi».,Inferno,23,81
"Ristetti, e vidi due mostrar gran fretta",Inferno,23,82
"de l’animo, col viso, d’esser meco;",Inferno,23,83
ma tardavali ’l carco e la via stretta.,Inferno,23,84
"Quando fuor giunti, assai con l’occhio bieco",Inferno,23,85
mi rimiraron sanza far parola;,Inferno,23,86
"poi si volsero in sé, e dicean seco:",Inferno,23,87
«Costui par vivo a l’atto de la gola;,Inferno,23,88
"e s’e’ son morti, per qual privilegio",Inferno,23,89
vanno scoperti de la grave stola?».,Inferno,23,90
"Poi disser me: «O Tosco, ch’al collegio",Inferno,23,91
"de l’ipocriti tristi se’ venuto,",Inferno,23,92
dir chi tu se’ non avere in dispregio».,Inferno,23,93
E io a loro: «I’ fui nato e cresciuto,Inferno,23,94
"sovra ’l bel fiume d’Arno a la gran villa,",Inferno,23,95
e son col corpo ch’i’ ho sempre avuto.,Inferno,23,96
"Ma voi chi siete, a cui tanto distilla",Inferno,23,97
quant’ i’ veggio dolor giù per le guance?,Inferno,23,98
e che pena è in voi che sì sfavilla?».,Inferno,23,99
E l’un rispuose a me: «Le cappe rance,Inferno,23,100
"son di piombo sì grosse, che li pesi",Inferno,23,101
fan così cigolar le lor bilance.,Inferno,23,102
"Frati godenti fummo, e bolognesi;",Inferno,23,103
io Catalano e questi Loderingo,Inferno,23,104
"nomati, e da tua terra insieme presi",Inferno,23,105
"come suole esser tolto un uom solingo,",Inferno,23,106
"per conservar sua pace; e fummo tali,",Inferno,23,107
ch’ancor si pare intorno dal Gardingo».,Inferno,23,108
"Io cominciai: «O frati, i vostri mali . . . »;",Inferno,23,109
"ma più non dissi, ch’a l’occhio mi corse",Inferno,23,110
"un, crucifisso in terra con tre pali.",Inferno,23,111
"Quando mi vide, tutto si distorse,",Inferno,23,112
soffiando ne la barba con sospiri;,Inferno,23,113
"e ’l frate Catalan, ch’a ciò s’accorse,",Inferno,23,114
"mi disse: «Quel confitto che tu miri,",Inferno,23,115
consigliò i Farisei che convenia,Inferno,23,116
porre un uom per lo popolo a’ martìri.,Inferno,23,117
"Attraversato è, nudo, ne la via,",Inferno,23,118
"come tu vedi, ed è mestier ch’el senta",Inferno,23,119
"qualunque passa, come pesa, pria.",Inferno,23,120
E a tal modo il socero si stenta,Inferno,23,121
"in questa fossa, e li altri dal concilio",Inferno,23,122
che fu per li Giudei mala sementa».,Inferno,23,123
Allor vid’ io maravigliar Virgilio,Inferno,23,124
sovra colui ch’era disteso in croce,Inferno,23,125
tanto vilmente ne l’etterno essilio.,Inferno,23,126
Poscia drizzò al frate cotal voce:,Inferno,23,127
"«Non vi dispiaccia, se vi lece, dirci",Inferno,23,128
s’a la man destra giace alcuna foce,Inferno,23,129
"onde noi amendue possiamo uscirci,",Inferno,23,130
sanza costrigner de li angeli neri,Inferno,23,131
che vegnan d’esto fondo a dipartirci».,Inferno,23,132
Rispuose adunque: «Più che tu non speri,Inferno,23,133
s’appressa un sasso che da la gran cerchia,Inferno,23,134
"si move e varca tutt’ i vallon feri,",Inferno,23,135
salvo che ’n questo è rotto e nol coperchia;,Inferno,23,136
"montar potrete su per la ruina,",Inferno,23,137
che giace in costa e nel fondo soperchia».,Inferno,23,138
Lo duca stette un poco a testa china;,Inferno,23,139
poi disse: «Mal contava la bisogna,Inferno,23,140
colui che i peccator di qua uncina».,Inferno,23,141
E ’l frate: «Io udi’ già dire a Bologna,Inferno,23,142
"del diavol vizi assai, tra ’ quali udi’",Inferno,23,143
"ch’elli è bugiardo, e padre di menzogna».",Inferno,23,144
"Appresso il duca a gran passi sen gì,",Inferno,23,145
turbato un poco d’ira nel sembiante;,Inferno,23,146
ond’ io da li ’ncarcati mi parti’,Inferno,23,147
dietro a le poste de le care piante.,Inferno,23,148
In quella parte del giovanetto anno,Inferno,24,1
che ’l sole i crin sotto l’Aquario tempra,Inferno,24,2
"e già le notti al mezzo dì sen vanno,",Inferno,24,3
quando la brina in su la terra assempra,Inferno,24,4
"l’imagine di sua sorella bianca,",Inferno,24,5
"ma poco dura a la sua penna tempra,",Inferno,24,6
"lo villanello a cui la roba manca,",Inferno,24,7
"si leva, e guarda, e vede la campagna",Inferno,24,8
"biancheggiar tutta; ond’ ei si batte l’anca,",Inferno,24,9
"ritorna in casa, e qua e là si lagna,",Inferno,24,10
come ’l tapin che non sa che si faccia;,Inferno,24,11
"poi riede, e la speranza ringavagna,",Inferno,24,12
veggendo ’l mondo aver cangiata faccia,Inferno,24,13
"in poco d’ora, e prende suo vincastro",Inferno,24,14
e fuor le pecorelle a pascer caccia.,Inferno,24,15
Così mi fece sbigottir lo mastro,Inferno,24,16
"quand’ io li vidi sì turbar la fronte,",Inferno,24,17
e così tosto al mal giunse lo ’mpiastro;,Inferno,24,18
"ché, come noi venimmo al guasto ponte,",Inferno,24,19
lo duca a me si volse con quel piglio,Inferno,24,20
dolce ch’io vidi prima a piè del monte.,Inferno,24,21
"Le braccia aperse, dopo alcun consiglio",Inferno,24,22
eletto seco riguardando prima,Inferno,24,23
"ben la ruina, e diedemi di piglio.",Inferno,24,24
"E come quei ch’adopera ed estima,",Inferno,24,25
"che sempre par che ’nnanzi si proveggia,",Inferno,24,26
"così, levando me sù ver’ la cima",Inferno,24,27
"d’un ronchione, avvisava un’altra scheggia",Inferno,24,28
dicendo: «Sovra quella poi t’aggrappa;,Inferno,24,29
ma tenta pria s’è tal ch’ella ti reggia».,Inferno,24,30
"Non era via da vestito di cappa,",Inferno,24,31
"ché noi a pena, ei lieve e io sospinto,",Inferno,24,32
potavam sù montar di chiappa in chiappa.,Inferno,24,33
E se non fosse che da quel precinto,Inferno,24,34
"più che da l’altro era la costa corta,",Inferno,24,35
"non so di lui, ma io sarei ben vinto.",Inferno,24,36
Ma perché Malebolge inver’ la porta,Inferno,24,37
"del bassissimo pozzo tutta pende,",Inferno,24,38
lo sito di ciascuna valle porta,Inferno,24,39
che l’una costa surge e l’altra scende;,Inferno,24,40
noi pur venimmo al fine in su la punta,Inferno,24,41
onde l’ultima pietra si scoscende.,Inferno,24,42
La lena m’era del polmon sì munta,Inferno,24,43
"quand’ io fui sù, ch’i’ non potea più oltre,",Inferno,24,44
anzi m’assisi ne la prima giunta.,Inferno,24,45
"«Omai convien che tu così ti spoltre»,",Inferno,24,46
"disse ’l maestro; «ché, seggendo in piuma,",Inferno,24,47
"in fama non si vien, né sotto coltre;",Inferno,24,48
"sanza la qual chi sua vita consuma,",Inferno,24,49
"cotal vestigio in terra di sé lascia,",Inferno,24,50
qual fummo in aere e in acqua la schiuma.,Inferno,24,51
E però leva sù; vinci l’ambascia,Inferno,24,52
"con l’animo che vince ogne battaglia,",Inferno,24,53
se col suo grave corpo non s’accascia.,Inferno,24,54
Più lunga scala convien che si saglia;,Inferno,24,55
non basta da costoro esser partito.,Inferno,24,56
"Se tu mi ’ntendi, or fa sì che ti vaglia».",Inferno,24,57
"Leva’mi allor, mostrandomi fornito",Inferno,24,58
"meglio di lena ch’i’ non mi sentia,",Inferno,24,59
"e dissi: «Va, ch’i’ son forte e ardito».",Inferno,24,60
"Su per lo scoglio prendemmo la via,",Inferno,24,61
"ch’era ronchioso, stretto e malagevole,",Inferno,24,62
ed erto più assai che quel di pria.,Inferno,24,63
Parlando andava per non parer fievole;,Inferno,24,64
"onde una voce uscì de l’altro fosso,",Inferno,24,65
a parole formar disconvenevole.,Inferno,24,66
"Non so che disse, ancor che sovra ’l dosso",Inferno,24,67
fossi de l’arco già che varca quivi;,Inferno,24,68
ma chi parlava ad ire parea mosso.,Inferno,24,69
"Io era vòlto in giù, ma li occhi vivi",Inferno,24,70
non poteano ire al fondo per lo scuro;,Inferno,24,71
"per ch’io: «Maestro, fa che tu arrivi",Inferno,24,72
da l’altro cinghio e dismontiam lo muro;,Inferno,24,73
"ché, com’ i’ odo quinci e non intendo,",Inferno,24,74
così giù veggio e neente affiguro».,Inferno,24,75
"«Altra risposta», disse, «non ti rendo",Inferno,24,76
se non lo far; ché la dimanda onesta,Inferno,24,77
si de’ seguir con l’opera tacendo».,Inferno,24,78
Noi discendemmo il ponte da la testa,Inferno,24,79
"dove s’aggiugne con l’ottava ripa,",Inferno,24,80
e poi mi fu la bolgia manifesta:,Inferno,24,81
e vidivi entro terribile stipa,Inferno,24,82
"di serpenti, e di sì diversa mena",Inferno,24,83
che la memoria il sangue ancor mi scipa.,Inferno,24,84
Più non si vanti Libia con sua rena;,Inferno,24,85
"ché se chelidri, iaculi e faree",Inferno,24,86
"produce, e cencri con anfisibena,",Inferno,24,87
né tante pestilenzie né sì ree,Inferno,24,88
mostrò già mai con tutta l’Etïopia,Inferno,24,89
né con ciò che di sopra al Mar Rosso èe.,Inferno,24,90
Tra questa cruda e tristissima copia,Inferno,24,91
"corrëan genti nude e spaventate,",Inferno,24,92
sanza sperar pertugio o elitropia:,Inferno,24,93
con serpi le man dietro avean legate;,Inferno,24,94
quelle ficcavan per le ren la coda,Inferno,24,95
"e ’l capo, ed eran dinanzi aggroppate.",Inferno,24,96
"Ed ecco a un ch’era da nostra proda,",Inferno,24,97
s’avventò un serpente che ’l trafisse,Inferno,24,98
là dove ’l collo a le spalle s’annoda.,Inferno,24,99
"Né O sì tosto mai né I si scrisse,",Inferno,24,100
"com’ el s’accese e arse, e cener tutto",Inferno,24,101
convenne che cascando divenisse;,Inferno,24,102
"e poi che fu a terra sì distrutto,",Inferno,24,103
la polver si raccolse per sé stessa,Inferno,24,104
e ’n quel medesmo ritornò di butto.,Inferno,24,105
Così per li gran savi si confessa,Inferno,24,106
"che la fenice more e poi rinasce,",Inferno,24,107
quando al cinquecentesimo anno appressa;,Inferno,24,108
"erba né biado in sua vita non pasce,",Inferno,24,109
"ma sol d’incenso lagrime e d’amomo,",Inferno,24,110
e nardo e mirra son l’ultime fasce.,Inferno,24,111
"E qual è quel che cade, e non sa como,",Inferno,24,112
"per forza di demon ch’a terra il tira,",Inferno,24,113
"o d’altra oppilazion che lega l’omo,",Inferno,24,114
"quando si leva, che ’ntorno si mira",Inferno,24,115
tutto smarrito de la grande angoscia,Inferno,24,116
"ch’elli ha sofferta, e guardando sospira:",Inferno,24,117
tal era ’l peccator levato poscia.,Inferno,24,118
"Oh potenza di Dio, quant’ è severa,",Inferno,24,119
che cotai colpi per vendetta croscia!,Inferno,24,120
Lo duca il domandò poi chi ello era;,Inferno,24,121
"per ch’ei rispuose: «Io piovvi di Toscana,",Inferno,24,122
"poco tempo è, in questa gola fiera.",Inferno,24,123
"Vita bestial mi piacque e non umana,",Inferno,24,124
sì come a mul ch’i’ fui; son Vanni Fucci,Inferno,24,125
"bestia, e Pistoia mi fu degna tana».",Inferno,24,126
"E ïo al duca: «Dilli che non mucci,",Inferno,24,127
e domanda che colpa qua giù ’l pinse;,Inferno,24,128
ch’io ’l vidi uomo di sangue e di crucci».,Inferno,24,129
"E ’l peccator, che ’ntese, non s’infinse,",Inferno,24,130
"ma drizzò verso me l’animo e ’l volto,",Inferno,24,131
e di trista vergogna si dipinse;,Inferno,24,132
poi disse: «Più mi duol che tu m’hai colto,Inferno,24,133
"ne la miseria dove tu mi vedi,",Inferno,24,134
che quando fui de l’altra vita tolto.,Inferno,24,135
Io non posso negar quel che tu chiedi;,Inferno,24,136
in giù son messo tanto perch’ io fui,Inferno,24,137
"ladro a la sagrestia d’i belli arredi,",Inferno,24,138
e falsamente già fu apposto altrui.,Inferno,24,139
"Ma perché di tal vista tu non godi,",Inferno,24,140
"se mai sarai di fuor da’ luoghi bui,",Inferno,24,141
"apri li orecchi al mio annunzio, e odi.",Inferno,24,142
Pistoia in pria d’i Neri si dimagra;,Inferno,24,143
poi Fiorenza rinova gente e modi.,Inferno,24,144
Tragge Marte vapor di Val di Magra,Inferno,24,145
ch’è di torbidi nuvoli involuto;,Inferno,24,146
e con tempesta impetüosa e agra,Inferno,24,147
sovra Campo Picen fia combattuto;,Inferno,24,148
"ond’ ei repente spezzerà la nebbia,",Inferno,24,149
sì ch’ogne Bianco ne sarà feruto.,Inferno,24,150
E detto l’ho perché doler ti debbia!».,Inferno,24,151
Al fine de le sue parole il ladro,Inferno,25,1
"le mani alzò con amendue le fiche,",Inferno,25,2
"gridando: «Togli, Dio, ch’a te le squadro!».",Inferno,25,3
"Da indi in qua mi fuor le serpi amiche,",Inferno,25,4
"perch’ una li s’avvolse allora al collo,",Inferno,25,5
come dicesse ‘Non vo’ che più diche’;,Inferno,25,6
"e un’altra a le braccia, e rilegollo,",Inferno,25,7
"ribadendo sé stessa sì dinanzi,",Inferno,25,8
che non potea con esse dare un crollo.,Inferno,25,9
"Ahi Pistoia, Pistoia, ché non stanzi",Inferno,25,10
"d’incenerarti sì che più non duri,",Inferno,25,11
poi che ’n mal fare il seme tuo avanzi?,Inferno,25,12
Per tutt’ i cerchi de lo ’nferno scuri,Inferno,25,13
"non vidi spirto in Dio tanto superbo,",Inferno,25,14
non quel che cadde a Tebe giù da’ muri.,Inferno,25,15
El si fuggì che non parlò più verbo;,Inferno,25,16
e io vidi un centauro pien di rabbia,Inferno,25,17
"venir chiamando: «Ov’ è, ov’ è l’acerbo?».",Inferno,25,18
"Maremma non cred’ io che tante n’abbia,",Inferno,25,19
quante bisce elli avea su per la groppa,Inferno,25,20
infin ove comincia nostra labbia.,Inferno,25,21
"Sovra le spalle, dietro da la coppa,",Inferno,25,22
con l’ali aperte li giacea un draco;,Inferno,25,23
e quello affuoca qualunque s’intoppa.,Inferno,25,24
"Lo mio maestro disse: «Questi è Caco,",Inferno,25,25
"che, sotto ’l sasso di monte Aventino,",Inferno,25,26
di sangue fece spesse volte laco.,Inferno,25,27
"Non va co’ suoi fratei per un cammino,",Inferno,25,28
per lo furto che frodolente fece,Inferno,25,29
del grande armento ch’elli ebbe a vicino;,Inferno,25,30
onde cessar le sue opere biece,Inferno,25,31
"sotto la mazza d’Ercule, che forse",Inferno,25,32
"gliene diè cento, e non sentì le diece».",Inferno,25,33
"Mentre che sì parlava, ed el trascorse,",Inferno,25,34
"e tre spiriti venner sotto noi,",Inferno,25,35
"de’ quai né io né ’l duca mio s’accorse,",Inferno,25,36
se non quando gridar: «Chi siete voi?»;,Inferno,25,37
"per che nostra novella si ristette,",Inferno,25,38
e intendemmo pur ad essi poi.,Inferno,25,39
"Io non li conoscea; ma ei seguette,",Inferno,25,40
"come suol seguitar per alcun caso,",Inferno,25,41
"che l’un nomar un altro convenette,",Inferno,25,42
dicendo: «Cianfa dove fia rimaso?»;,Inferno,25,43
"per ch’io, acciò che ’l duca stesse attento,",Inferno,25,44
mi puosi ’l dito su dal mento al naso.,Inferno,25,45
"Se tu se’ or, lettore, a creder lento",Inferno,25,46
"ciò ch’io dirò, non sarà maraviglia,",Inferno,25,47
"ché io che ’l vidi, a pena il mi consento.",Inferno,25,48
"Com’ io tenea levate in lor le ciglia,",Inferno,25,49
e un serpente con sei piè si lancia,Inferno,25,50
"dinanzi a l’uno, e tutto a lui s’appiglia.",Inferno,25,51
Co’ piè di mezzo li avvinse la pancia,Inferno,25,52
e con li anterïor le braccia prese;,Inferno,25,53
poi li addentò e l’una e l’altra guancia;,Inferno,25,54
"li diretani a le cosce distese,",Inferno,25,55
e miseli la coda tra ’mbedue,Inferno,25,56
e dietro per le ren sù la ritese.,Inferno,25,57
Ellera abbarbicata mai non fue,Inferno,25,58
"ad alber sì, come l’orribil fiera",Inferno,25,59
per l’altrui membra avviticchiò le sue.,Inferno,25,60
"Poi s’appiccar, come di calda cera",Inferno,25,61
"fossero stati, e mischiar lor colore,",Inferno,25,62
né l’un né l’altro già parea quel ch’era:,Inferno,25,63
"come procede innanzi da l’ardore,",Inferno,25,64
"per lo papiro suso, un color bruno",Inferno,25,65
che non è nero ancora e ’l bianco more.,Inferno,25,66
"Li altri due ’l riguardavano, e ciascuno",Inferno,25,67
"gridava: «Omè, Agnel, come ti muti!",Inferno,25,68
Vedi che già non se’ né due né uno».,Inferno,25,69
"Già eran li due capi un divenuti,",Inferno,25,70
quando n’apparver due figure miste,Inferno,25,71
"in una faccia, ov’ eran due perduti.",Inferno,25,72
Fersi le braccia due di quattro liste;,Inferno,25,73
le cosce con le gambe e ’l ventre e ’l casso,Inferno,25,74
divenner membra che non fuor mai viste.,Inferno,25,75
Ogne primaio aspetto ivi era casso:,Inferno,25,76
due e nessun l’imagine perversa,Inferno,25,77
parea; e tal sen gio con lento passo.,Inferno,25,78
Come ’l ramarro sotto la gran fersa,Inferno,25,79
"dei dì canicular, cangiando sepe,",Inferno,25,80
"folgore par se la via attraversa,",Inferno,25,81
"sì pareva, venendo verso l’epe",Inferno,25,82
"de li altri due, un serpentello acceso,",Inferno,25,83
livido e nero come gran di pepe;,Inferno,25,84
e quella parte onde prima è preso,Inferno,25,85
"nostro alimento, a l’un di lor trafisse;",Inferno,25,86
poi cadde giuso innanzi lui disteso.,Inferno,25,87
"Lo trafitto ’l mirò, ma nulla disse;",Inferno,25,88
"anzi, co’ piè fermati, sbadigliava",Inferno,25,89
pur come sonno o febbre l’assalisse.,Inferno,25,90
Elli ’l serpente e quei lui riguardava;,Inferno,25,91
l’un per la piaga e l’altro per la bocca,Inferno,25,92
"fummavan forte, e ’l fummo si scontrava.",Inferno,25,93
Taccia Lucano ormai là dov’ e’ tocca,Inferno,25,94
"del misero Sabello e di Nasidio,",Inferno,25,95
e attenda a udir quel ch’or si scocca.,Inferno,25,96
"Taccia di Cadmo e d’Aretusa Ovidio,",Inferno,25,97
ché se quello in serpente e quella in fonte,Inferno,25,98
"converte poetando, io non lo ’nvidio;",Inferno,25,99
ché due nature mai a fronte a fronte,Inferno,25,100
non trasmutò sì ch’amendue le forme,Inferno,25,101
a cambiar lor matera fosser pronte.,Inferno,25,102
"Insieme si rispuosero a tai norme,",Inferno,25,103
"che ’l serpente la coda in forca fesse,",Inferno,25,104
e ’l feruto ristrinse insieme l’orme.,Inferno,25,105
Le gambe con le cosce seco stesse,Inferno,25,106
"s’appiccar sì, che ’n poco la giuntura",Inferno,25,107
